ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,tract_id
10005563,HY184269,02/18/2015 12:01:00 AM,091XX S UNION AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2223,22,21,73,11,1173242.0,1844278.0,2015,02/10/2018 03:50:01 PM,41.728119242,-87.64097246700001,"(41.728119242, -87.640972467)",1400000US1703117031730100
10005564,HY195511,03/23/2015 02:50:00 PM,073XX S WINCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,735,7,17,67,14,1164628.0,1855927.0,2015,02/10/2018 03:50:01 PM,41.760271621,-87.67219941100001,"(41.760271621, -87.672199411)",1400000US1703117031672000
10005566,HY195504,03/23/2015 08:30:00 AM,048XX S CHICAGO BEACH DR,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,222,2,4,39,08A,1187888.0,1873183.0,2015,02/10/2018 03:50:01 PM,41.807101267,-87.58640244700001,"(41.807101267, -87.586402447)",1400000US1703117031390700
10005568,HY195405,03/23/2015 09:50:00 AM,078XX S NORMAL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,621,6,17,69,07,1174328.0,1852694.0,2015,02/10/2018 03:50:01 PM,41.751189801,-87.636744708,"(41.751189801, -87.636744708)",1400000US1703117031691200
10005569,HY195507,03/23/2015 02:50:00 PM,060XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,311,3,20,40,08B,1179073.0,1865097.0,2015,02/10/2018 03:50:01 PM,41.785118211,-87.618979261,"(41.785118211, -87.618979261)",1400000US1703117031400800
10005571,HY195408,03/23/2015 01:00:00 AM,011XX W 83RD ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,613,6,21,71,08A,1170264.0,1849765.0,2015,02/10/2018 03:50:01 PM,41.743241555,-87.651722256,"(41.743241555, -87.651722256)",1400000US1703117031710800
10005572,HY195509,03/23/2015 07:50:00 AM,077XX S SOUTH SHORE DR,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,421,4,7,43,06,1197197.0,1854817.0,2015,02/10/2018 03:50:01 PM,41.756476826,-87.552872024,"(41.756476826, -87.552872024)",1400000US1703117031431400
10005573,HY195492,03/23/2015 02:15:00 PM,009XX S CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,True,True,123,1,2,32,08B,1175663.0,1896131.0,2015,02/10/2018 03:50:01 PM,41.870355187,-87.630550934,"(41.870355187, -87.630550934)",1400000US1703117031839000
10005574,HY195478,02/12/2015 12:01:00 AM,032XX S WABASH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,211,2,3,35,11,1177258.0,1883490.0,2015,02/10/2018 03:50:01 PM,41.835631433,-87.62507803,"(41.835631433, -87.62507803)",1400000US1703117031842000
10005577,HY195533,03/23/2015 03:20:00 PM,080XX S MARQUETTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,422,4,7,46,14,1195570.0,1852267.0,2015,02/10/2018 03:50:01 PM,41.749519782,-87.55891865,"(41.749519782, -87.55891865)",1400000US1703117031460302
10005578,HY195422,03/22/2015 09:30:00 PM,024XX E 83RD ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,423,4,7,46,03,1193703.0,1850408.0,2015,02/10/2018 03:50:01 PM,41.744464439,-87.565820727,"(41.744464439, -87.565820727)",1400000US1703117031460400
10005579,HY195516,03/23/2015 01:03:00 PM,010XX N RIDGEWAY AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1112,11,27,23,18,1151193.0,1906636.0,2015,02/10/2018 03:50:01 PM,41.899696637,-87.72011283799999,"(41.899696637, -87.720112838)",1400000US1703117031231200
10005580,HY195474,03/23/2015 02:16:00 PM,077XX S INGLESIDE AVE,3100,PUBLIC PEACE VIOLATION,MOB ACTION,"SCHOOL, PUBLIC, BUILDING",True,False,624,6,8,69,24,1183899.0,1853859.0,2015,02/10/2018 03:50:01 PM,41.754168689000004,-87.60163575600001,"(41.754168689, -87.601635756)",1400000US1703117031691500
10005582,HY195524,03/23/2015 02:50:00 PM,032XX W EVERGREEN AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,1422,14,26,23,24,1154512.0,1908797.0,2015,02/10/2018 03:50:01 PM,41.905560871,-87.707864201,"(41.905560871, -87.707864201)",1400000US1703117031230900
10005583,HY195563,03/20/2015 01:30:00 PM,021XX N KEELER AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,2525,25,30,20,08B,1148034.0,1913858.0,2015,02/10/2018 03:50:01 PM,41.919575903,-87.73152984200001,"(41.919575903, -87.731529842)",1400000US1703117031200402
10005585,HY195508,03/23/2015 01:20:00 PM,008XX E 103RD ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, GROUNDS",True,False,512,5,9,50,08B,1183988.0,1836860.0,2015,02/10/2018 03:50:01 PM,41.707519433,-87.601839023,"(41.707519433, -87.601839023)",1400000US1703117031500200
10005587,HY195520,03/23/2015 03:00:00 PM,020XX N PULASKI RD,0460,BATTERY,SIMPLE,GAS STATION,True,False,2525,25,30,20,08B,1149389.0,1913084.0,2015,02/10/2018 03:50:01 PM,41.917425774,-87.726571455,"(41.917425774, -87.726571455)",1400000US1703117031200402
10005588,HY195493,03/23/2015 12:00:00 PM,098XX S LOWE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",True,False,2223,22,21,73,18,1173702.0,1839793.0,2015,02/10/2018 03:50:01 PM,41.715801609,-87.639419832,"(41.715801609, -87.639419832)",1400000US1703117031730500
10005589,HY195483,03/20/2015 06:00:00 PM,033XX W BERTEAU AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1724,17,33,16,11,1153299.0,1927729.0,2015,02/10/2018 03:50:01 PM,41.957535968,-87.711815856,"(41.957535968, -87.711815856)",1400000US1703117031160501
10005590,HY195560,03/23/2015 03:00:00 PM,055XX S SHIELDS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,711,7,3,68,18,1174915.0,1868094.0,2015,02/10/2018 03:50:01 PM,41.793436078,-87.634134857,"(41.793436078, -87.634134857)",1400000US1703117031834600
10005592,HY195548,03/23/2015 03:00:00 PM,040XX N ASHLAND AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,"SCHOOL, PUBLIC, BUILDING",True,False,1912,19,47,6,18,1164934.0,1926849.0,2015,02/10/2018 03:50:01 PM,41.954881682,-87.66906693600001,"(41.954881682, -87.669066936)",1400000US1703117031060200
10005593,HY195503,03/23/2015 01:20:00 PM,010XX W MONTROSE AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,True,False,1914,19,46,3,10,1168764.0,1929391.0,2015,02/10/2018 03:50:01 PM,41.961774694,-87.654913291,"(41.961774694, -87.654913291)",1400000US1703117031032100
10005594,HY195549,03/23/2015 03:47:00 PM,072XX S UNIVERSITY AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,324,3,5,69,18,1185134.0,1857258.0,2015,02/10/2018 03:50:01 PM,41.763466963,-87.597003321,"(41.763466963, -87.597003321)",1400000US1703117031841800
10005595,HY195597,09/01/2014 12:00:00 PM,092XX S CLYDE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,413,4,7,48,11,1191785.0,1844207.0,2014,02/10/2018 03:50:01 PM,41.72749505,-87.573049099,"(41.72749505, -87.573049099)",1400000US1703117031480400
10005596,HY195456,03/23/2015 01:40:00 PM,119XX S WALLACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,524,5,34,53,08B,1174458.0,1825674.0,2015,02/10/2018 03:50:01 PM,41.677040192,-87.63706901399999,"(41.677040192, -87.637069014)",1400000US1703117031530501
10005598,HY195557,03/23/2015 02:00:00 PM,063XX S ARTESIAN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,825,8,15,66,06,1161126.0,1862647.0,2015,02/10/2018 03:50:01 PM,41.778785401,-87.68484868600001,"(41.778785401, -87.684848686)",1400000US1703117031660600
10005600,HY195545,03/22/2015 06:00:00 PM,002XX S CANAL ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,OTHER RAILROAD PROP / TRAIN DEPOT,False,False,121,1,2,28,10,1173177.0,1899236.0,2015,02/10/2018 03:50:01 PM,41.878931004,-87.63958562100001,"(41.878931004, -87.639585621)",1400000US1703117031281900
10005601,HY195604,03/22/2015 10:00:00 PM,033XX S WALLACE ST,0820,THEFT,$500 AND UNDER,OTHER,False,False,915,9,11,60,06,1172842.0,1882705.0,2015,02/10/2018 03:50:01 PM,41.833576098,-87.64130487899999,"(41.833576098, -87.641304879)",1400000US1703117031839800
10005602,HY195621,03/23/2015 12:00:00 PM,008XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False,1224,12,27,28,06,1170996.0,1900754.0,2015,02/10/2018 03:50:01 PM,41.883144597,-87.647549246,"(41.883144597, -87.647549246)",1400000US1703117031833000
10005606,HY195566,03/23/2015 03:43:00 PM,036XX W LEXINGTON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1133,11,24,27,18,1152162.0,1896451.0,2015,02/10/2018 03:50:01 PM,41.871728876999995,-87.716822435,"(41.871728877, -87.716822435)",1400000US1703117031270500
10005607,HY195591,03/23/2015 03:50:00 PM,047XX N DRAKE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,True,False,1723,17,33,14,18,1151862.0,1931350.0,2015,02/10/2018 03:50:01 PM,41.967500713,-87.717003013,"(41.967500713, -87.717003013)",1400000US1703117031140701
10005608,HY195530,03/23/2015 05:00:00 AM,015XX N MONTICELLO AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2535,25,26,23,06,1151751.0,1909933.0,2015,02/10/2018 03:50:01 PM,41.908732957,-87.71797641799999,"(41.908732957, -87.717976418)",1400000US1703117031230700
10005609,HY195532,03/23/2015 02:00:00 PM,0000X W WACKER DR,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,111,1,42,32,06,1176210.0,1902134.0,2015,02/10/2018 03:50:01 PM,41.886815464,-87.628361716,"(41.886815464, -87.628361716)",1400000US1703117031839100
10005611,HY195443,03/23/2015 09:00:00 AM,048XX S WABASH AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,224,2,3,38,06,1177530.0,1873053.0,2015,02/10/2018 03:50:01 PM,41.806985276,-87.62439596799999,"(41.806985276, -87.624395968)",1400000US1703117031381400
4760,HP589244,09/23/2008 08:25:00 PM,088XX S PRAIRIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,632,6,6,44,01A,1179584.0,1846297.0,2008,08/17/2015 03:03:40 PM,41.733517296,-87.617679154,"(41.733517296, -87.617679154)",1400000US1703117031440600
10005612,HY195571,03/23/2015 03:00:00 AM,121XX S HARVARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,523,5,34,53,14,1176141.0,1824480.0,2015,02/10/2018 03:50:01 PM,41.673726183,-87.630944391,"(41.673726183, -87.630944391)",1400000US1703117031530501
10005614,HY195600,03/23/2015 03:16:00 PM,065XX W BRYN MAWR AVE,0870,THEFT,POCKET-PICKING,CTA BUS,False,False,1612,16,41,10,06,1131583.0,1936817.0,2015,02/10/2018 03:50:01 PM,41.98287878,-87.791440835,"(41.98287878, -87.791440835)",1400000US1703117031100600
10005615,HY194080,03/22/2015 01:00:00 AM,038XX W LAWRENCE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1723,17,39,14,06,1149976.0,1931622.0,2015,02/10/2018 03:50:01 PM,41.968284119,-87.723930577,"(41.968284119, -87.723930577)",1400000US1703117031140602
10005616,HY195411,03/23/2015 01:10:00 PM,002XX W 87TH ST,0460,BATTERY,SIMPLE,DEPARTMENT STORE,True,False,622,6,21,44,08B,1176467.0,1847230.0,2015,02/10/2018 03:50:01 PM,41.736148121,-87.62907024299999,"(41.736148121, -87.629070243)",1400000US1703117031842400
10005617,HY195626,03/13/2015 12:00:00 PM,001XX E CHESTNUT ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1833,18,42,8,06,1177182.0,1906356.0,2015,02/10/2018 03:50:01 PM,41.898378873,-87.62466426200001,"(41.898378873, -87.624664262)",1400000US1703117031081201
10005620,HY195510,03/21/2015 10:53:00 PM,036XX S GILES AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,212,2,2,35,08A,1178858.0,1880995.0,2015,02/10/2018 03:50:01 PM,41.828748613,-87.61928326399999,"(41.828748613, -87.619283264)",1400000US1703117031839600
10005621,HY195439,03/21/2015 03:00:00 PM,023XX W 36TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,911,9,12,59,07,1161034.0,1880747.0,2015,02/10/2018 03:50:01 PM,41.828455991999995,-87.684685195,"(41.828455992, -87.684685195)",1400000US1703117031840300
10005622,HY194042,03/21/2015 02:30:00 PM,012XX N WOLCOTT AVE,0810,THEFT,OVER $500,STREET,False,False,1424,14,1,24,06,1163497.0,1908468.0,2015,02/10/2018 03:50:01 PM,41.904473552,-87.674868515,"(41.904473552, -87.674868515)",1400000US1703117031241400
10005623,HY195534,03/23/2015 03:14:00 PM,014XX W 72ND PL,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,734,7,17,67,04A,1168002.0,1856670.0,2015,02/10/2018 03:50:01 PM,41.762238689,-87.659812288,"(41.762238689, -87.659812288)",1400000US1703117031671900
10005624,HY195646,03/01/2015 04:00:00 PM,025XX W 63RD ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,825,8,15,66,06,1160665.0,1862801.0,2015,02/10/2018 03:50:01 PM,41.779217525,-87.68653451,"(41.779217525, -87.68653451)",1400000US1703117031835000
10005625,HY195631,03/23/2015 02:00:00 PM,028XX N RIDGEWAY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2523,25,30,21,07,1150897.0,1918714.0,2015,02/10/2018 03:50:01 PM,41.932845574,-87.72088325200001,"(41.932845574, -87.720883252)",1400000US1703117031210502
10005626,HY195519,03/23/2015 12:45:00 PM,011XX E 46TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,False,222,2,4,39,08B,1184584.0,1874737.0,2015,02/10/2018 03:50:01 PM,41.811443713,-87.59847159899999,"(41.811443713, -87.598471599)",1400000US1703117031390200
10005627,HY195386,03/23/2015 12:55:00 PM,057XX S PEORIA ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,712,7,16,68,06,1171287.0,1866796.0,2015,02/10/2018 03:50:01 PM,41.789954423000005,-87.647476346,"(41.789954423, -87.647476346)",1400000US1703117031834700
10005628,HY195651,03/22/2015 04:30:00 PM,046XX N BROADWAY,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1914,19,46,3,08B,1167870.0,1931093.0,2015,02/10/2018 03:50:01 PM,41.966464417,-87.658150815,"(41.966464417, -87.658150815)",1400000US1703117031830700
10005629,HY195662,03/23/2015 03:00:00 PM,074XX N SHERIDAN RD,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,NURSING HOME/RETIREMENT HOME,False,False,2422,24,49,1,11,1165707.0,1949739.0,2015,02/10/2018 03:50:01 PM,42.017676014,-87.66556918799999,"(42.017676014, -87.665569188)",1400000US1703117031010300
10005630,HY195667,03/20/2015 02:00:00 PM,054XX S STATE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"SCHOOL, PUBLIC, BUILDING",False,False,225,2,3,40,26,1177199.0,1868999.0,2015,02/10/2018 03:50:01 PM,41.795868205,-87.62573236700001,"(41.795868205, -87.625732367)",1400000US1703117031836100
10005632,HY195673,03/23/2015 03:10:00 PM,096XX S MICHIGAN AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, GROUNDS",True,False,511,5,6,49,24,1178850.0,1841009.0,2015,02/10/2018 03:50:01 PM,41.71902307,-87.620528559,"(41.71902307, -87.620528559)",1400000US1703117031490500
10005633,HY195517,03/23/2015 02:12:00 PM,047XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,223,2,4,38,06,1182389.0,1873821.0,2015,02/10/2018 03:50:01 PM,41.808981361,-87.606551046,"(41.808981361, -87.606551046)",1400000US1703117031390400
10005634,HY195593,03/23/2015 02:15:00 PM,047XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,223,2,4,38,06,1182389.0,1873821.0,2015,02/10/2018 03:50:01 PM,41.808981361,-87.606551046,"(41.808981361, -87.606551046)",1400000US1703117031390400
10005637,HY195686,03/23/2015 05:00:00 PM,083XX S ADA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,613,6,21,71,14,1168782.0,1849436.0,2015,02/10/2018 03:50:01 PM,41.742370817,-87.657161854,"(41.742370817, -87.657161854)",1400000US1703117031711100
10005639,HY195689,10/20/2014 09:00:00 AM,073XX S PHILLIPS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,334,3,7,43,11,1193921.0,1856701.0,2014,02/10/2018 03:50:01 PM,41.761727593,-87.56481599600001,"(41.761727593, -87.564815996)",1400000US1703117031431302
10005640,HY195649,03/23/2015 03:40:00 PM,013XX W 71ST ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,734,7,17,67,08B,1168443.0,1857678.0,2015,02/10/2018 03:50:01 PM,41.764995286,-87.658166965,"(41.764995286, -87.658166965)",1400000US1703117031834900
10005641,HY195704,03/21/2015 02:00:00 PM,015XX E 67TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,321,3,5,42,06,1187763.0,1860873.0,2015,02/10/2018 03:50:01 PM,41.773324675,-87.587252707,"(41.773324675, -87.587252707)",1400000US1703117031843900
10005642,HY195609,03/23/2015 04:00:00 PM,027XX N RUTHERFORD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2512,25,36,18,08B,1130951.0,1917501.0,2015,02/10/2018 03:50:01 PM,41.929884549,-87.794212161,"(41.929884549, -87.794212161)",1400000US1703117031831600
10005643,HY195608,03/23/2015 04:00:00 PM,126XX S UNION AVE,0460,BATTERY,SIMPLE,STREET,False,False,523,5,34,53,08B,1173950.0,1821154.0,2015,02/10/2018 03:50:01 PM,41.664647819,-87.63906173,"(41.664647819, -87.63906173)",1400000US1703117031530503
10005646,HY195674,03/23/2015 08:00:00 AM,019XX W 21ST ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1234,12,25,31,05,1163689.0,1890087.0,2015,02/10/2018 03:50:01 PM,41.854030490999996,-87.67468141100001,"(41.854030491, -87.674681411)",1400000US1703117031310900
10005650,HY195714,03/21/2015 02:30:00 PM,001XX W MAPLE ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1824,18,43,8,06,1174883.0,1907592.0,2015,02/10/2018 03:50:01 PM,41.901822321,-87.633071176,"(41.901822321, -87.633071176)",1400000US1703117031081000
10005651,HY195707,03/22/2015 01:00:00 AM,017XX W 50TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,931,9,16,61,07,1165370.0,1871541.0,2015,02/10/2018 03:50:01 PM,41.803102759,-87.669037861,"(41.803102759, -87.669037861)",1400000US1703117031611300
10005652,HY195708,03/23/2015 12:30:00 PM,041XX N CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,1624,16,45,15,14,1143638.0,1926846.0,2015,02/10/2018 03:50:01 PM,41.95529972,-87.747355376,"(41.95529972, -87.747355376)",1400000US1703117031831700
10005653,HY195561,03/23/2015 03:20:00 PM,052XX S PULASKI RD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA GARAGE / OTHER PROPERTY,True,False,815,8,23,62,24,1150587.0,1869670.0,2015,02/10/2018 03:50:01 PM,41.79826919,-87.723303209,"(41.79826919, -87.723303209)",1400000US1703117031620100
10005654,HY195730,03/23/2015 05:30:00 PM,020XX W JACKSON BLVD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,False,False,1225,12,2,28,11,1163033.0,1898630.0,2015,02/10/2018 03:50:01 PM,41.877487054,-87.67684939899999,"(41.877487054, -87.676849399)",1400000US1703117031838000
10005655,HY195654,03/23/2015 04:12:00 PM,061XX S NORMAL BLVD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,True,False,711,7,20,68,24,1174019.0,1864014.0,2015,02/10/2018 03:50:01 PM,41.782260070999996,-87.637541471,"(41.782260071, -87.637541471)",1400000US1703117031834600
10005658,HY195630,03/23/2015 04:00:00 PM,087XX S COMMERCIAL AVE,1330,CRIMINAL TRESPASS,TO LAND,CURRENCY EXCHANGE,True,False,424,4,10,46,26,1197658.0,1847695.0,2015,02/10/2018 03:50:01 PM,41.736922044,-87.55141976600001,"(41.736922044, -87.551419766)",1400000US1703117031460700
10005659,HY195634,03/23/2015 09:15:00 AM,033XX E 91ST ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,424,4,10,46,05,1199759.0,1845252.0,2015,02/10/2018 03:50:01 PM,41.730165631,-87.543804638,"(41.730165631, -87.543804638)",1400000US1703117031833900
10005660,HY195680,03/23/2015 04:45:00 PM,030XX S WELLS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,914,9,11,34,08B,1175112.0,1884817.0,2015,02/10/2018 03:50:01 PM,41.839321114,-87.632912639,"(41.839321114, -87.632912639)",1400000US1703117031340400
10005661,HY195489,03/23/2015 02:31:00 PM,041XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1114,11,28,26,14,1148833.0,1900172.0,2015,02/10/2018 03:50:01 PM,41.882004688,-87.72894843200001,"(41.882004688, -87.728948432)",1400000US1703117031260200
10005662,HY195602,03/22/2015 04:00:00 PM,031XX W ARTHINGTON ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1134,11,24,27,06,1155501.0,1895867.0,2015,02/10/2018 03:50:01 PM,41.870059858000005,-87.70457927,"(41.870059858, -87.70457927)",1400000US1703117031837300
10005666,HY195701,03/23/2015 05:10:00 PM,080XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,631,6,8,44,08B,1183626.0,1851983.0,2015,02/10/2018 03:50:01 PM,41.749027117,-87.60269458200001,"(41.749027117, -87.602694582)",1400000US1703117031440101
10005667,HY195599,03/23/2015 01:15:00 PM,047XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,223,2,4,38,06,1182389.0,1873821.0,2015,02/10/2018 03:50:01 PM,41.808981361,-87.606551046,"(41.808981361, -87.606551046)",1400000US1703117031390400
10005668,HY195677,03/12/2015 12:00:00 PM,010XX E 47TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"SCHOOL, PUBLIC, BUILDING",False,True,222,2,4,39,26,1184079.0,1874062.0,2015,02/10/2018 03:50:01 PM,41.809603298,-87.60034500200001,"(41.809603298, -87.600345002)",1400000US1703117031390200
10005669,HY195640,03/23/2015 04:10:00 PM,038XX W WELLINGTON AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SIDEWALK,False,False,2523,25,30,21,17,1150453.0,1919671.0,2015,02/10/2018 03:50:01 PM,41.935480354,-87.722489864,"(41.935480354, -87.722489864)",1400000US1703117031210501
10005670,HY195514,03/19/2015 09:10:00 PM,019XX W MADISON ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SPORTS ARENA/STADIUM,False,False,1223,12,27,28,17,1163655.0,1900042.0,2015,02/10/2018 03:50:01 PM,41.881348623,-87.674525788,"(41.881348623, -87.674525788)",1400000US1703117031838100
10005671,HY195551,03/21/2015 04:00:00 PM,016XX N WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1434,14,1,24,14,1160110.0,1910893.0,2015,02/10/2018 03:50:01 PM,41.911198609,-87.68724281200001,"(41.911198609, -87.687242812)",1400000US1703117031240500
10005673,HY195525,03/17/2015 10:30:00 AM,022XX W POTOMAC AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1424,14,1,24,06,1161291.0,1908611.0,2015,02/10/2018 03:50:01 PM,41.904912135,-87.682967779,"(41.904912135, -87.682967779)",1400000US1703117031241200
10005675,HY195702,03/23/2015 04:30:00 PM,024XX E 75TH ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,421,4,7,43,08B,1193587.0,1855701.0,2015,02/10/2018 03:50:01 PM,41.758991698,-87.56607280600001,"(41.758991698, -87.566072806)",1400000US1703117031431302
10005676,HY195595,03/23/2015 03:37:00 PM,038XX W VAN BUREN ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,1133,11,24,26,26,1150869.0,1897750.0,2015,02/10/2018 03:50:01 PM,41.875318865,-87.72153559899999,"(41.875318865, -87.721535599)",1400000US1703117031260800
10005677,HY195675,03/22/2015 02:00:00 PM,013XX N WOOD ST,0820,THEFT,$500 AND UNDER,OTHER,False,False,1424,14,1,24,06,1164180.0,1908889.0,2015,02/10/2018 03:50:01 PM,41.905614392,-87.67234775600001,"(41.905614392, -87.672347756)",1400000US1703117031241400
10005678,HY195462,03/23/2015 11:00:00 AM,0000X E ROOSEVELT RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,123,1,2,32,08B,1177113.0,1895081.0,2015,02/10/2018 03:50:01 PM,41.867441224000004,-87.625259375,"(41.867441224, -87.625259375)",1400000US1703117031330100
10005679,HY195475,03/23/2015 12:00:00 PM,048XX W ADAMS ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1533,15,28,25,06,1144263.0,1898896.0,2015,02/10/2018 03:50:01 PM,41.87859028,-87.74576168899999,"(41.87859028, -87.745761689)",1400000US1703117031252202
10005681,HY195555,03/22/2015 08:00:00 PM,070XX S CREGIER AVE,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,APARTMENT,False,False,332,3,5,43,24,1189417.0,1858740.0,2015,02/10/2018 03:50:01 PM,41.767432015,-87.58125800100001,"(41.767432015, -87.581258001)",1400000US1703117031430200
10005682,HY195747,03/23/2015 03:30:00 PM,018XX E 72ND ST,0820,THEFT,$500 AND UNDER,STREET,False,False,324,3,5,43,06,1189738.0,1857599.0,2015,02/10/2018 03:50:01 PM,41.764293308,-87.580118041,"(41.764293308, -87.580118041)",1400000US1703117031430500
